location_id,geometry
1205,POINT (6.890740902177022 46.98759471788847)
1206,POINT (6.900076048254613 47.02609673553545)
1207,POINT (6.909431689058179 47.064626878080496)
1208,POINT (6.86344637792272 47.06739655568536)
1209,POINT (6.8541518054383035 47.02885921917687)
1210,POINT (6.808257543135814 47.031601274948365)
1211,POINT (6.817491063258604 47.07014575324624)
1212,POINT (6.77156582408586 47.072874506585535)
1213,POINT (6.762393340058739 47.03432293860184)
1214,POINT (6.753240963738003 46.99579955396772)
1215,POINT (6.799044259788101 46.99308496065327)
1216,POINT (6.789851150713203 46.9545968318555)
1217,POINT (6.7441086329974596 46.95730437412346)
1218,POINT (6.698396219652946 46.959991663756114)
1219,POINT (6.707467788752674 46.99849384288771)
1220,POINT (6.661724812761187 47.00116786324506)
1221,POINT (6.652713988304624 46.962658736514165)
1222,POINT (6.607062016339935 46.96530562823227)
1223,POINT (6.561440380908485 46.96793237481854)
1224,POINT (6.5703297682844175 47.00645524197056)
1225,POINT (6.616012113454358 47.003821650945994)
1226,POINT (6.679805887098964 47.07827082426987)
1227,POINT (6.670755425235251 47.03970523294122)
1228,POINT (6.71655927468035 47.03702424596511)
1229,POINT (6.72567073918546 47.07558285160195)
1230,POINT (6.734802244266485 47.11416963822503)
1231,POINT (6.845313673084116 47.185947954400746)
1232,POINT (6.7899713650172 47.150062105905036)
1233,POINT (6.780758478195945 47.111454236291515)
1234,POINT (6.826744882910502 47.10871837386516)
1235,POINT (6.836019065098561 47.14731911493579)
1236,POINT (6.882096873015542 47.14455557512541)
1237,POINT (6.872761379320053 47.10596201497631)
1238,POINT (6.918807888094694 47.103185123731976)
1239,POINT (6.928204709126922 47.141771450510255)
1240,POINT (6.937622216174686 47.18038583624733)
1241,POINT (6.891452922650103 47.18317721402014)
1242,POINT (6.9008295921215925 47.22182690935935)
1243,POINT (6.94706047351615 47.2190282585864)
1244,POINT (6.993321334057825 47.21620888166861)
1245,POINT (6.983821473462946 47.17757378512601)
1246,POINT (7.0300506140794 47.17474102477845)
1247,POINT (7.039612092995425 47.21336874265832)
1248,POINT (7.085932669336833 47.21050780568746)
1249,POINT (7.1322829818494 47.20762603496805)
1250,POINT (7.122598222354422 47.16901323329005)
1251,POINT (7.076309557348381 47.17188751940609)
1252,POINT (7.066707586614605 47.133295209367446)
1253,POINT (7.112934734293118 47.13042838745754)
1254,POINT (7.103292451873031 47.0918715200535)
1255,POINT (7.057126691720568 47.09473089809746)
1256,POINT (7.010990624222749 47.09756960099144)
1257,POINT (7.02051014616741 47.136141303399754)
1258,POINT (6.974342493551289 47.13896670520431)
1259,POINT (6.964884329665073 47.100387664316365)
1260,POINT (6.95544691740624 47.06183668468599)
1261,POINT (7.001491983469812 47.05902593983355)
1262,POINT (6.992014159392819 47.020510342017374)
1263,POINT (6.946030192635179 47.023313788348496)
1264,POINT (6.936634091469445 46.98481899715103)
1265,POINT (6.927258550282492 46.94635233275306)
1266,POINT (6.973120704494969 46.94356342383442)
1267,POINT (6.982557087734529 46.98202282944595)
1268,POINT (7.028509811857036 46.97920617932118)
1269,POINT (7.019012571402931 46.94075408460483)
1270,POINT (7.064934071963471 46.937924279758484)
1271,POINT (7.074492184485561 46.97636901140224)
1272,POINT (7.08407124210466 47.01484180991575)
1273,POINT (7.038027869103089 47.01768636102087)
1274,POINT (7.047566807513815 47.0561946079327)
1275,POINT (7.093671309565558 47.05334265347144)
1276,POINT (7.139805409415102 47.05047004101663)
1277,POINT (7.185969026615646 47.04757673521469)
1278,POINT (7.176246658154129 47.00909085599989)
1279,POINT (7.130144198499673 47.01197665333731)
1280,POINT (7.12050412603289 46.973511290392736)
1281,POINT (7.110885126898589 46.93507397406724)
1282,POINT (7.156865656695573 46.93220313238115)
1283,POINT (7.166545556676383 46.97063298107491)
1284,POINT (7.212616396358344 46.96773404831015)
1285,POINT (7.2028755816073655 46.92931171962904)
1286,POINT (7.248914821652939 46.92639970081899)
1287,POINT (7.258716564786407 46.96481445703958)
1288,POINT (7.268539765526926 47.00325719830398)
1289,POINT (7.22237854069826 47.00618438269742)
1290,POINT (7.2321620804839135 47.044662700792)
1291,POINT (7.278384490100539 47.04172790255555)
1292,POINT (7.288250804998639 47.08022654754874)
1293,POINT (7.2981387769792745 47.118753110848694)
1294,POINT (7.251793611140992 47.12170319916365)
1295,POINT (7.241967081836113 47.08316898040633)
1296,POINT (7.195712727810446 47.086090596589344)
1297,POINT (7.149487824156672 47.08899143135801)
1298,POINT (7.159191508364504 47.12754080209994)
1299,POINT (7.205477827752013 47.124632417804925)
1300,POINT (7.215264392719107 47.16320217635306)
1301,POINT (7.168916527942634 47.16611813079167)
1302,POINT (7.17866294906033 47.20472339479278)
1303,POINT (7.225072489257077 47.20179984953553)
1304,POINT (7.271511520487749 47.19885536365199)
1305,POINT (7.261641735051304 47.16026533449766)
1306,POINT (7.308048473068462 47.157307569830756)
1307,POINT (7.317979960561513 47.19588990168009)
1308,POINT (7.3644777270490085 47.19290342824064)
1309,POINT (7.41100473728277 47.18989590803784)
1310,POINT (7.400949807485948 47.15132913089625)
1311,POINT (7.354484524662001 47.15432884704007)
1312,POINT (7.344513243477588 47.11578211761461)
1313,POINT (7.3345638158265904 47.07726326283794)
1314,POINT (7.380906032612544 47.07427909117731)
1315,POINT (7.390916928609969 47.11279018429844)
1316,POINT (7.43734975011417 47.109777275820306)
1317,POINT (7.427277373413495 47.07127399755287)
1318,POINT (7.473677756051275 47.06824794703381)
1319,POINT (7.483811625492085 47.10674335718393)
1320,POINT (7.4939677362566615 47.14526657804987)
1321,POINT (7.44744423895734 47.148308386253454)
1322,POINT (7.457560908357644 47.18686730585985)
1323,POINT (7.504146157131219 47.183817586579295)
1324,POINT (7.55076040022427 47.180746715153845)
1325,POINT (7.54052021632827 47.14220367130831)
1326,POINT (7.587101595880837 47.139119631136666)
1327,POINT (7.59740355402119 47.17765465662678)
1328,POINT (7.644075534670432 47.17454137612746)
1329,POINT (7.690776258084977 47.171406838871974)
1330,POINT (7.6803507190877225 47.13288801136378)
1331,POINT (7.633711791387781 47.13601442272856)
1332,POINT (7.623370746358182 47.09751519162777)
1333,POINT (7.669948007547766 47.09439688408645)
1334,POINT (7.659568053200426 47.05593348033543)
1335,POINT (7.613052329685379 47.05904370605926)
1336,POINT (7.566565316951382 47.06213283600752)
1337,POINT (7.576822206699913 47.10061234987251)
1338,POINT (7.53030247201018 47.10368839347716)
1339,POINT (7.520107098112979 47.06520090477299)
1340,POINT (7.509934025755606 47.02674122811732)
1341,POINT (7.499783186331602 46.98830938624096)
1342,POINT (7.546118759028354 46.985257202211805)
1343,POINT (7.556330857385478 47.02368111252359)
1344,POINT (7.602756471751691 47.020599989065715)
1345,POINT (7.649210786060903 47.017497823214526)
1346,POINT (7.638876136422915 46.97908993563632)
1347,POINT (7.592483103216658 46.982184063498785)
1348,POINT (7.58223215501569 46.94379595201954)
1349,POINT (7.628564034857345 46.94070984032263)
1350,POINT (7.6182744122108765 46.90235755980496)
1351,POINT (7.5720035583587135 46.90543567709891)
1352,POINT (7.525761371416548 46.90849291131735)
1353,POINT (7.535928953180727 46.946861127672825)
1354,POINT (7.489654511507775 46.949905401684525)
1355,POINT (7.479547933222859 46.91152929679885)
1356,POINT (7.433363325385389 46.91454486796547)
1357,POINT (7.38720762928071 46.91753965932233)
1358,POINT (7.397192236111659 46.95593138281075)
1359,POINT (7.443408911920731 46.952928808540676)
1360,POINT (7.4534764673679135 46.991340650136266)
1361,POINT (7.463566059422649 47.02978037046095)
1362,POINT (7.417227040713985 47.032798574252844)
1363,POINT (7.40719868414628 46.99435102853163)
1364,POINT (7.3609499184427465 46.99734055614429)
1365,POINT (7.37091705172336 47.03579587427519)
1366,POINT (7.324636174310468 47.03877230539337)
1367,POINT (7.314730251799994 47.000309267774284)
1368,POINT (7.304845981433921 46.96187417228453)
1369,POINT (7.35100456554035 46.95891315914712)
1370,POINT (7.341080926053811 46.92051370545696)
1371,POINT (7.294983296617687 46.92346704103888)
1372,POINT (7.285142131022098 46.8850878959635)
1373,POINT (7.331178933287465 46.88214221705829)
1374,POINT (7.3212985208110295 46.843798715747205)
1375,POINT (7.275322418582036 46.84673675879636)
1376,POINT (7.2655240934951655 46.808413651087655)
1377,POINT (7.255747090220656 46.77011859420031)
1378,POINT (7.301602172325927 46.767195760633)
1379,POINT (7.311439622458312 46.805483223131866)
1380,POINT (7.357384186727989 46.802532241740785)
1381,POINT (7.347486276758074 46.764252425730255)
1382,POINT (7.39339932384631 46.76128855508308)
1383,POINT (7.40335770632498 46.79956067244036)
1384,POINT (7.413337789612589 46.83786077809603)
1385,POINT (7.367303671250897 46.840840067026804)
1386,POINT (7.37724479659203 46.87917588010948)
1387,POINT (7.423339640335481 46.87618885051278)
1388,POINT (7.4694633836862 46.87318109374541)
1389,POINT (7.459400795376422 46.8348608144968)
1390,POINT (7.505492607792487 46.83184014185264)
1391,POINT (7.515615945581661 46.87015257536659)
1392,POINT (7.5617972447288455 46.86710326101814)
1393,POINT (7.608007199604666 46.86403311642495)
1394,POINT (7.597762328433001 46.82573653233475)
1395,POINT (7.551613145881058 46.828798725869184)
1396,POINT (7.541451193840855 46.79052209355524)
1397,POINT (7.5875397303619785 46.78746782949761)
1398,POINT (7.5773393373281746 46.74922702968816)
1399,POINT (7.53131132090296 46.752273385791106)
1400,POINT (7.485311926161931 46.75529906932094)
1401,POINT (7.495391290434703 46.79355563261898)
1402,POINT (7.4493601010401225 46.79656848083717)
1403,POINT (7.439341233690575 46.75830411436266)
1404,POINT (7.429344126606423 46.720067736481845)
1405,POINT (7.419368713330393 46.68185936841617)
1406,POINT (7.465218788817866 46.67886986621464)
1407,POINT (7.475254447894445 46.71707047342607)
1408,POINT (7.521193459630015 46.7140526241037)
1409,POINT (7.567161081537347 46.71101415449299)
1410,POINT (7.55700489546312 46.67282922531101)
1411,POINT (7.511097542851273 46.67585982983243)
1412,POINT (7.501023503661309 46.63769502412973)
1413,POINT (7.5468707118456955 46.63467226335398)
1414,POINT (7.536758463690558 46.59654328964686)
1415,POINT (7.4909712754187385 46.59955822796141)
1416,POINT (7.445212662298981 46.60255270202945)
1417,POINT (7.455204882381886 46.64069726878009)
1418,POINT (7.409414927668022 46.64367903120044)
1419,POINT (7.3994827036863695 46.60552674568321)
1420,POINT (7.353781478710562 46.60848039283498)
1421,POINT (7.308109066275408 46.61141367747663)
1422,POINT (7.317921335448525 46.64958124533443)
1423,POINT (7.3636537189542235 46.646640345366606)
1424,POINT (7.373547396129601 46.68482837047647)
1425,POINT (7.383462575814329 46.723044447374114)
1426,POINT (7.337609875338737 46.726000640286834)
1427,POINT (7.327754916729094 46.68777690651539)
1428,POINT (7.281991354414937 46.69070501073267)
1429,POINT (7.291786104772007 46.72893634948424)
1430,POINT (7.24599134347791 46.73185160931037)
1431,POINT (7.236256788245281 46.69361271740744)
1432,POINT (7.226543359758826 46.655401939295174)
1433,POINT (7.2722178561320865 46.65250176523921)
1434,POINT (7.262465545058549 46.61432663367905)
1435,POINT (7.216850993511055 46.617219295591674)
1436,POINT (7.171265489857044 46.620091697441936)
1437,POINT (7.180897924855037 46.658281801794985)
1438,POINT (7.135281629719008 46.66114138710923)
1439,POINT (7.125709112093314 46.622943873534744)
1440,POINT (7.080181937988984 46.62577585825204)
1441,POINT (7.034684045085132 46.628587686052164)
1442,POINT (7.044136770801226 46.66679986404972)
1443,POINT (7.089694552420669 46.66398072968587)
1444,POINT (7.099227853757997 46.70221379614723)
1445,POINT (7.053610058176161 46.70504025701207)
1446,POINT (7.06310397028098 46.743308844546114)
1447,POINT (7.108781905432128 46.740475037187274)
1448,POINT (7.15448916501741 46.737620918620735)
1449,POINT (7.144874959430167 46.699367075639536)
1450,POINT (7.190551297049968 46.69650006089764)
1451,POINT (7.2002256705912355 46.73474645418852)
1452,POINT (7.209921109883396 46.773020960920924)
1453,POINT (7.164124310525224 46.77590289536269)
1454,POINT (7.173780460253218 46.814212984989645)
1455,POINT (7.219637679587421 46.811323560162336)
1456,POINT (7.229375444621943 46.84965423079398)
1457,POINT (7.2391344701645295 46.8880129515104)
1458,POINT (7.193156030851251 46.89091741846467)
1459,POINT (7.183457678757361 46.85255116643976)
1460,POINT (7.137569200583094 46.855427600512876)
1461,POINT (7.147206892986256 46.89380133167193)
1462,POINT (7.101287136240658 46.896664726057196)
1463,POINT (7.0917100894617615 46.858283567871496)
1464,POINT (7.082153922222069 46.81993052083198)
1465,POINT (7.127952514779588 46.81708196028241)
1466,POINT (7.118356771126805 46.77876443217212)
1467,POINT (7.072618570438004 46.781605606073846)
1468,POINT (7.0269097869775194 46.78442645187008)
1469,POINT (6.981230499032525 46.787227004440126)
1470,POINT (6.990645110917844 46.82556653725649)
1471,POINT (7.0363847614043395 46.82275870150772)
1472,POINT (7.045880424523419 46.86111910345218)
1473,POINT (7.055396840052305 46.8995076366243)
1474,POINT (7.009536083625407 46.90233009845543)
1475,POINT (7.00008028466519 46.8639342422694)
1476,POINT (6.954309748550904 46.86672901941502)
1477,POINT (6.963704945930169 46.90513214671053)
1478,POINT (6.917903505702422 46.907913816626824)
1479,POINT (6.908568894610727 46.86950347005771)
1480,POINT (6.899254654141042 46.831121314144724)
1481,POINT (6.944935049121442 46.82835406310208)
1482,POINT (6.935580784658307 46.790007298739795)
1483,POINT (6.889960721677915 46.79276736980095)
1484,POINT (6.880687034855572 46.75444165775394)
1485,POINT (6.871433531556693 46.71614419854617)
1486,POINT (6.916933309950949 46.71339842881156)
1487,POINT (6.926246892429035 46.75168874711057)
1488,POINT (6.971836385910731 46.7489156646579)
1489,POINT (7.017455437779083 46.74612237543239)
1490,POINT (7.0080216505975885 46.70784649290221)
1491,POINT (6.962462708705078 46.71063253856201)
1492,POINT (6.953109404818067 46.67237764661966)
1493,POINT (6.9986083624727975 46.66959882480198)
1494,POINT (6.989215510694443 46.63137939146943)
1495,POINT (6.943776411900862 46.63415100911357)
1496,POINT (6.89836682555925 46.63690257366927)
1497,POINT (6.90763997498994 46.67513636425512)
1498,POINT (6.8622001499111995 46.67787501253548)
1499,POINT (6.8529868282950455 46.639634119895526)
1500,POINT (6.84379350532901 46.6014215406162)
1501,POINT (6.889113799918258 46.59869707709805)
1502,POINT (6.879880836571293 46.5605198944021)
1503,POINT (6.83462011987751 46.563237294504056)
1504,POINT (6.825466611047407 46.52508140118282)
1505,POINT (6.816332918186826 46.48695388009372)
1506,POINT (6.861474851994306 46.484250549163576)
1507,POINT (6.87066787426643 46.52237104525895)
1508,POINT (6.915898679184293 46.51964082328114)
1509,POINT (6.9066463115889665 46.481527402671915)
1510,POINT (6.951847221521193 46.478784406131304)
1511,POINT (6.961158950059445 46.516890700694134)
1512,POINT (6.97049086657856 46.55502530953751)
1513,POINT (6.925171110816586 46.55778257762094)
1514,POINT (6.9344636678520795 46.59595264614235)
1515,POINT (6.979843032801018 46.59318821305804)
1516,POINT (7.02525181820689 46.59040374322811)
1517,POINT (7.0158400275943515 46.5522480556023)
1518,POINT (7.061218517373412 46.54945078133992)
1519,POINT (7.070689947283126 46.58759920211001)
1520,POINT (7.11615734301511 46.58477455523626)
1521,POINT (7.161653928160518 46.58192976821487)
1522,POINT (7.152063176122675 46.543796034305785)
1523,POINT (7.10662625919783 46.54663345234963)
1524,POINT (7.097115797605097 46.508520584826876)
1525,POINT (7.142493170352195 46.50569051572258)
1526,POINT (7.132943847708002 46.46761323228959)
1527,POINT (7.087625895449511 46.47043597243658)
1528,POINT (7.042337089467021 46.47323872531804)
1529,POINT (7.051767585579067 46.511330615838204)
1530,POINT (7.006448610922998 46.51412064301593)
1531,POINT (6.997077506114734 46.47602152512712)
1532,POINT (6.987726651336693 46.43795072141133)
1533,POINT (6.97839598500005 46.399908251161854)
1534,POINT (7.023537155788862 46.3971398471615)
1535,POINT (7.032926966850707 46.4351751293098)
1536,POINT (7.078156490191444 46.43237963476437)
1537,POINT (7.1234151452980505 46.429564203648006)
1538,POINT (7.113907000478124 46.39154344925634)
1539,POINT (7.068707519537831 46.394351591213315)
1540,POINT (7.059278921440988 46.356351861004434)
1541,POINT (7.104419350850631 46.353550988390865)
1542,POINT (7.094952134263417 46.31558684014603)
1543,POINT (7.049870634097419 46.31838046317712)
1544,POINT (7.0048182217829424 46.32115430092761)
1545,POINT (7.014167594584342 46.35913289803922)
1546,POINT (6.969085445758836 46.36189413349019)
1547,POINT (6.959794972508763 46.32390838732656)
1548,POINT (6.914800961240711 46.32664275637577)
1549,POINT (6.869836262721365 46.32935744214926)
1550,POINT (6.879008982995418 46.36735733598575)
1551,POINT (6.924032550218997 46.36463560142545)
1552,POINT (6.933284082715936 46.402656837348886)
1553,POINT (6.942555619485277 46.44070644526993)
1554,POINT (6.897413946907041 46.44344233515997)
1555,POINT (6.888201524256443 46.405385639930124)
1556,POINT (6.843148384716561 46.40809469318564)
1557,POINT (6.85230170898694 46.44615842542877)
1558,POINT (6.807218980883984 46.44885475049605)
1559,POINT (6.7981247389660195 46.41078403146749)
1560,POINT (6.789050132497833 46.37274174190468)
1561,POINT (6.83401481889444 46.37005937138399)
1562,POINT (6.824900951469731 46.33205247879284)
1563,POINT (6.779995101780933 46.33472790052354)
1564,POINT (6.815806722628317 46.2940740340008)
1565,POINT (6.860683303269678 46.291385977062504)
1566,POINT (6.905589255266584 46.288678320895265)
1567,POINT (6.8963973720202185 46.25074231349914)
1568,POINT (6.851550044712593 46.25344295918725)
1569,POINT (6.842436427358047 46.21552840680562)
1570,POINT (6.8872252514621675 46.212834752522774)
1571,POINT (6.87807283378879 46.17495565612217)
1572,POINT (6.833342391748537 46.17764233802054)
1573,POINT (6.788641272989608 46.180309569609214)
1574,POINT (6.797676942615691 46.21820256126931)
1575,POINT (6.779625005034822 46.142445098307824)
1576,POINT (6.824267878659982 46.139784770756165)
1577,POINT (6.868940059431108 46.13710504227446)
1578,POINT (6.913641474246387 46.134405879051265)
1579,POINT (6.958372049783818 46.131687247344956)
1580,POINT (6.9491425303202226 46.09387915086862)
1581,POINT (6.9044701271408 46.0965907493735)
1582,POINT (6.895318424966048 46.058804118676235)
1583,POINT (6.939932775784763 46.05609953425183)
1584,POINT (6.984576183028333 46.05337554644146)
1585,POINT (6.975328185701651 46.015631471436315)
1586,POINT (7.01994261281915 46.01289514022938)
1587,POINT (7.029248573497188 46.05063212177562)
1588,POINT (7.0385744786932145 46.088397562207476)
1589,POINT (6.99384400533099 46.09114809965826)
1590,POINT (7.003131712501511 46.128949113484246)
1591,POINT (7.047920388637984 46.12619144386868)
1592,POINT (7.0572863637983945 46.164013748924745)
1593,POINT (7.066672464878628 46.201864459362554)
1594,POINT (7.02176702218951 46.20463645166318)
1595,POINT (7.012439364666719 46.16677857013889)
1596,POINT (6.967621393961698 46.16952380595395)
1597,POINT (6.9228325257276895 46.172249490035966)
1598,POINT (6.9320433412632285 46.210121564475806)
1599,POINT (6.976890622874872 46.20738880879036)
1600,POINT (6.986179796780337 46.24528223777021)
1601,POINT (6.9412739807662875 46.24802208434041)
1602,POINT (6.950524504386056 46.285951031420325)
1603,POINT (6.995488976172224 46.28320407463026)
1604,POINT (7.040482595946639 46.28043741658954)
1605,POINT (7.031114745669994 46.242522739919174)
1606,POINT (7.076078752821293 46.239743556989886)
1607,POINT (7.085505288808581 46.27765102343497)
1608,POINT (7.130556979635395 46.274844861376216)
1609,POINT (7.121071743398995 46.236944655257425)
1610,POINT (7.1660936423469055 46.234126001069825)
1611,POINT (7.1756375930828025 46.272018896696316)
1612,POINT (7.220747053585234 46.269173095752144)
1613,POINT (7.265885285356173 46.266307424974926)
1614,POINT (7.25622386402577 46.228429301089086)
1615,POINT (7.211144374388203 46.23128756084856)
1616,POINT (7.201562306600507 46.19343033518741)
1617,POINT (7.246583175095032 46.19057946632521)
1618,POINT (7.236963156013158 46.15275793927615)
1619,POINT (7.192000788012542 46.155601437305776)
1620,POINT (7.14706715006489 46.15842521599401)
1621,POINT (7.156570181963524 46.19626143467517)
1622,POINT (7.111606876393103 46.19907279822889)
1623,POINT (7.102162317092428 46.161229308717175)
1624,POINT (7.092738004212474 46.12341420496909)
1625,POINT (7.137584485025248 46.120617363328115)
1626,POINT (7.128122125459689 46.08283789479984)
1627,POINT (7.083333876708387 46.08562750505221)
1628,POINT (7.073949873773802 46.0478692268553)
1629,POINT (7.064585934839699 46.01013938808876)
1630,POINT (7.109258078408482 46.00736418175112)
1631,POINT (7.118680010222993 46.04508682835255)
1632,POINT (7.163438908992225 46.04228489301093)
1633,POINT (7.153958969953982 46.00456948802423)
1634,POINT (7.198688535688299 46.001755273787495)
1635,POINT (7.208226496011932 46.03946338764604)
1636,POINT (7.217784878413707 46.07719988179331)
1637,POINT (7.172939150812296 46.080028698129645)
1638,POINT (7.182459756657919 46.1178008855607)
1639,POINT (7.227363744473761 46.11496473835455)
1640,POINT (7.272296373618055 46.112108888470665)
1641,POINT (7.317257569018388 46.10923330274378)
1642,POINT (7.307562141866453 46.07148325749384)
1643,POINT (7.262659233694058 46.07435141261539)
1644,POINT (7.253042696995838 46.03662227914592)
1645,POINT (7.243446701607461 45.998921505992435)
1646,POINT (7.2882333934917485 45.996068151663174)
1647,POINT (7.2978874374412674 46.033761534471644)
1648,POINT (7.34276064262949 46.03088112065772)
1649,POINT (7.333048536906012 45.99319517789689)
1650,POINT (7.377892057200008 45.990302551864346)
1651,POINT (7.387662237626041 46.02798100481264)
1652,POINT (7.397453316656615 46.0656877573813)
1653,POINT (7.352493527927292 46.068595383400414)
1654,POINT (7.362247255385017 46.106337948082924)
1655,POINT (7.407265357211194 46.103422791471836)
1656,POINT (7.417098422454864 46.14118608880625)
1657,POINT (7.42695257579951 46.17897763092659)
1658,POINT (7.3818174883460745 46.1819079102019)
1659,POINT (7.372021887832718 46.14410879648382)
1660,POINT (7.326973781391442 46.14701165205634)
1661,POINT (7.281954178925859 46.1498946886025)
1662,POINT (7.291632712018771 46.18770879472225)
1663,POINT (7.336710841724428 46.18481828708673)
1664,POINT (7.3464688130017874 46.2226531893101)
1665,POINT (7.30133203554253 46.225551188361315)
1666,POINT (7.311052212388485 46.26342185087077)
1667,POINT (7.356247758454766 46.26051634002109)
1668,POINT (7.401471847107697 46.2575908590832)
1669,POINT (7.3916341202475735 46.21973527065574)
1670,POINT (7.436827880905003 46.21679739919448)
1671,POINT (7.446724401680388 46.25464537479072)
1672,POINT (7.4566422022850825 46.29252153871474)
1673,POINT (7.411330732746104 46.29547465654099)
1674,POINT (7.421210841232846 46.33338664390422)
1675,POINT (7.466581347130076 46.330425871784236)
1676,POINT (7.476541900879151 46.368358354634665)
1677,POINT (7.486523928450093 46.40631896771878)
1678,POINT (7.441034984290701 46.409295110936675)
1679,POINT (7.4311122368895655 46.37132680186593)
1680,POINT (7.385711075906946 46.374275093308526)
1681,POINT (7.39557455535268 46.41225104728973)
1682,POINT (7.3501427194841735 46.415186810295275)
1683,POINT (7.34033849548212 46.377203262416934)
1684,POINT (7.3305553788475555 46.33924790700048)
1685,POINT (7.375868826053725 46.33632731117904)
1686,POINT (7.366047741562604 46.298407720333344)
1687,POINT (7.3207933056947825 46.301320763420826)
1688,POINT (7.275567501882635 46.30421381920924)
1689,POINT (7.285270576648331 46.3421484648374)
1690,POINT (7.240014496268827 46.3450290182354)
1691,POINT (7.230370406645591 46.3070869211806)
1692,POINT (7.185202096282151 46.30994010289269)
1693,POINT (7.140062646869551 46.312773397978575)
1694,POINT (7.149588807111841 46.35073024627719)
1695,POINT (7.1947872143002405 46.3478896008162)
1696,POINT (7.204393009737893 46.38586737144288)
1697,POINT (7.15913552261695 46.38871538730366)
1698,POINT (7.168702855885047 46.42672880190812)
1699,POINT (7.214019545442652 46.42387339556707)
1700,POINT (7.259365137237137 46.42099795072266)
1701,POINT (7.249679385401257 46.382999367836675)
1702,POINT (7.294994572944406 46.38011134272327)
1703,POINT (7.30473955431117 46.418102433548654)
1704,POINT (7.3145055845393125 46.456121717812934)
1705,POINT (7.324292727671106 46.49416917583256)
1706,POINT (7.278799483043224 46.49707973838989)
1707,POINT (7.269071815219873 46.45902474744933)
1708,POINT (7.223666884509974 46.461907653801006)
1709,POINT (7.178290869662983 46.464770470758715)
1710,POINT (7.187899626945481 46.50284037434118)
1711,POINT (7.233335090284431 46.499970126574325)
1712,POINT (7.243024226360925 46.538060794133656)
1713,POINT (7.197529190976346 46.5409384929584)
1714,POINT (7.207179625249672 46.57906480672996)
1715,POINT (7.252734356585895 46.57617963654215)
1716,POINT (7.2983180442458675 46.57327422348921)
1717,POINT (7.288548204652517 46.53516290373439)
1718,POINT (7.334101048001629 46.53224478774063)
1719,POINT (7.34393061007999 46.570348533486424)
1720,POINT (7.3895719757127605 46.567402532527275)
1721,POINT (7.435242062543141 46.5644361866838)
1722,POINT (7.42529301734861 46.52634774327873)
1723,POINT (7.379682678333529 46.5293064122101)
1724,POINT (7.36981474639275 46.491238405024276)
1725,POINT (7.359968114991013 46.45319853107794)
1726,POINT (7.4054593288741515 46.45025515350783)
1727,POINT (7.41536546120862 46.488287392164764)
1728,POINT (7.460944793895345 46.48531610353207)
1729,POINT (7.450979148264721 46.447291551444)
1730,POINT (7.496527495015915 46.44430769130623)
1731,POINT (7.506552666006095 46.482324505483064)
1732,POINT (7.516599507107811 46.52036939015126)
1733,POINT (7.470931986522773 46.52336874716115)
1734,POINT (7.480940791744937 46.5614494621072)
1735,POINT (7.526668084267191 46.55844232502834)
1736,POINT (7.572423860834562 46.55541474175823)
1737,POINT (7.6182080419477245 46.55236667868856)
1738,POINT (7.608019886399421 46.51430945902926)
1739,POINT (7.5622955001317855 46.517349638622676)
1740,POINT (7.552188998870966 46.47931256445391)
1741,POINT (7.542104290758495 46.441303539593214)
1742,POINT (7.58770945690118 46.43827906288304)
1743,POINT (7.597853713597361 46.476280246960634)
1744,POINT (7.643546731070389 46.47322751959958)
1745,POINT (7.633342914631035 46.43523422783375)
1746,POINT (7.679004584913855 46.432169001183794)
1747,POINT (7.689267971953254 46.47015434904799)
1748,POINT (7.699553520770283 46.50816768186788)
1749,POINT (7.653772586492506 46.511248817905695)
1750,POINT (7.66402054788377 46.54929810229223)
1751,POINT (7.7098612986966115 46.54620897912385)
1752,POINT (7.755730214217387 46.54309927582024)
1753,POINT (7.745362609369863 46.505066017613565)
1754,POINT (7.79119977220664 46.501943791922756)
1755,POINT (7.801627214054883 46.539968959100975)
1756,POINT (7.8475522175959505 46.53681799576886)
1757,POINT (7.893505144005933 46.53364635271047)
1758,POINT (7.882957999147218 46.49563752376639)
1759,POINT (7.837064928974692 46.498800971658305)
1760,POINT (7.8266002383729 46.46081184624557)
1761,POINT (7.872433575103333 46.45765657133887)
1762,POINT (7.861931803168982 46.41970351619002)
1763,POINT (7.816158077427545 46.422850640231644)
1764,POINT (7.770412245897667 46.425977240440915)
1765,POINT (7.780794805494235 46.463946545489335)
1766,POINT (7.735017356687665 46.46706070206442)
1767,POINT (7.724694388494575 46.42908334975257)
1768,POINT (7.714393637379356 46.39113398107239)
1769,POINT (7.704115036194463 46.353212616233385)
1770,POINT (7.749714077301554 46.35012253613268)
1771,POINT (7.760052025663094 46.38803589723217)
1772,POINT (7.805738378042935 46.3849173741318)
1773,POINT (7.851452614907389 46.38177837889604)
1774,POINT (7.84099594214901 46.34388117984771)
1775,POINT (7.795341072389441 46.34701206827605)
1776,POINT (7.784966092902226 46.3091347428096)
1777,POINT (7.830561716990261 46.30601193925082)
1778,POINT (7.8201498717922435 46.26817067712662)
1779,POINT (7.774613372279974 46.27128541769329)
1780,POINT (7.729104727558566 46.27437984041708)
1781,POINT (7.739398333587706 46.312237177227395)
1782,POINT (7.693858518054793 46.31531927526056)
1783,POINT (7.683624016336425 46.27745397799496)
1784,POINT (7.638171317104794 46.280507863204654)
